node,model,text,date,novelty,ground_truth,formula
L44,Mistral,"Name: ""European Connection""

Objective: Be the first player to connect with all the other players in the game.

Materials:

A map of Europe
A pen or pencil
A piece of paper
Setup:

Each player chooses a different colored marker on the map of Europe.
Each player writes their name on a piece of paper and places it in a hat.
Shuffle the hat and draw one name at a time.
Each player marks their starting location on the map with their colored marker.
Gameplay:

On each turn, the player draws a name from the hat and tries to find the location of the player with that name on the map.
Once the player finds the location, they mark it on their map with their colored marker.
If the player cannot find the location, they must return the name to the hat and draw another name.
The first player to connect with all the other players in the game is declared the winner.",2025,9.821529388427734,6.0,exp_decay
L45,Olmo,"Players are tribespeople embarking on a journey across the savannah to find the best place to settle. They need to manage their resources, avoid dangers, and work together to ensure the tribe's survival.

Materials Needed:

A large cloth or sheet to represent the savannah.
Small stones or beans to represent food, water, and other resources.
Small wooden sticks or twigs to represent tribe members.
Small figurines or rocks to represent animals (predators and prey).
Small pieces of cloth or paper to denote landmarks (oases, mountains, rivers).
Players: 2-5 players with each player representing a different family within the tribe.

Setup:

Scatter resources, animals, and landmarks across the savannah cloth.
Each player places their tribe members (wooden sticks or twigs) at the start line, which is one end of the cloth.
Gameplay:

Turns: Players take turns moving their tribe members across the savannah, attempting to reach a pre-designated 'ideal settlement' landmark. The distance can be determined by the length of the cloth or agreed upon by the players.

Movement: Players roll a single six-sided die to determine how many spaces they can move. If a player lands on a resource, they may collect it and store it for use later in the game.

Challenges:

Predator Encounters: If a player lands on a predator, they must roll a die. On a roll of 1 or 2, they lose a tribe member. On a roll of 3-6, they successfully fend off the predator but must give up a resource to do so.
Resource Management: Players must manage their food and water resources. Each turn, they must consume 1 food and 1 water per tribe member. If they run out, they lose tribe members.
Landmarks: Landing on an oasis provides additional water and food, while rivers allow for faster movement.
Cooperation: Players can trade resources or help each other fend off predators. However, the first player to reach the ideal settlement with at least half of their tribe members wins the game.

Winning:

The first player to reach the settlement with at least half their tribe members intact and resources to sustain them wins. If multiple players succeed on the same turn, the one with the most resources wins.
",2025,9.797937393188477,5.5,exp_decay
L46,Olmo,"To navigate the treacherous landscapes of medieval Africa and be the first to return safely to the village with the most valuable treasure.

Equipment Required:

Small stones or pebbles (for game markers)
A large drawn or marked game board on the ground: a 5x5 grid (25 squares) using sticks and soil
A few simple wooden figurines or shells to represent players
A small pouch or bag (for ""treasures"" - to be filled with any small, natural objects like seeds, leaves or berries)
Setup:

Draw a 5x5 grid on the ground. This represents the treacherous landscape, filled with hidden dangers and treasures.
Each player selects a unique game marker (wooden figurine or shell) and a small pouch for their collected treasures.
Place the figurines on the starting square (bottom left corner) of the grid.
Rules:

Each player rolls a stone to determine who goes first (the smoothest stone win).
Each turn, a player rolls a stone:
A smooth roll = move forward one square (in any direction, including diagonally)
A rough roll = skip your turn (the rough side of the stone signifies an obstacle)
If a player lands on an occupied square, they must engage in a ""treasure trade"" where both players close their eyes, reach into their opponent's treasure pouch, and try to grab an item. They keep whatever they can grab.
On squares marked with a symbol (drawn before the game to represent hidden dangers or treasures), a player must:
Draw a ""danger"" or ""treasure"" token from a small pile prepared at the game's start (tokens should be prepared by writing on small pieces of paper or sticks). If it's a danger, skip the next turn; if it's a treasure, collect a small natural item from the ""treasure"" pouch.
The game ends when a player returns to the starting square with their pouch filled with predetermined number of treasures (agreed upon by all players).
Winning the Game: The first player to return to the starting square with the agreed upon number of treasures in their pouch is proclaimed the victor and named ""Asante,"" meaning ""Thank you"" in Swahili, for their successful quest and the treasures they bring back to the village.",2025,9.798637390136719,4.5,exp_decay
L47,Olmo,"African Jungle Treasure Hunt is an exploration and strategy game designed for 2-5 players, requiring minimal equipment. This game encourages teamwork, strategic thinking, and physical activity. It can be played in the diverse landscapes of Africa, taking advantage of the natural environment.

Equipment Needed:

1 brightly colored cloth or flag (to symbolize the treasure)
5 small stones, each uniquely painted or marked (as markers for players)
A blindfold (optional for a variation of the game)
Chalk (optional, for marking boundaries)
Setup:

Choose a safe open outdoor space where players can freely move around, such as a park or open field.
Designate a starting point and an area for the ""treasure"" to be hidden.
Use the chalk to mark a start line if available and create a boundary to limit the hunting area.
One player, chosen as the ""Guardian of the Jungle"" (GOJ), hides the ""treasure"" within the designated area while other players count to 20 at the start line.
Objective: The players must work together to find the hidden treasure using team strategy and communication. The first player to touch the treasure becomes the new GOJ for the next round.

Rules:

Players start at the start line and can only move when the GOJ says ""Jungle Hunt Begins.""
Players must stay within the marked boundaries.
Players can form alliances, share information, and strategize on how to find the treasure.
If the GOJ sees a player stepping out of the boundary, they must return to start line and sit out for 1 minute.
The GOJ can give clues at their discretion. For example, if a player is getting close to the treasure, the GOJ can make a jungle animal sound.
If a variation with the blindfold is desired, the GOJ can be blindfolded, and the players must communicate verbally to guide each other to the treasure.
The game continues with new rounds, and each player takes turns being the GOJ, encouraging everyone to participate and think strategically.
Winning the Game: The game continues for a set number of rounds or until everyone has had a chance to be the GOJ. Players can decide on a reward for the player who found the treasure the most times or enjoyed the game the most.",2025,9.810712814331055,4.5,exp_decay
L48,Olmo,"1 die (similar to a six-sided die used in ancient Chinese games)
5 White stones
5 Black stones
1 Jade marker (a small piece of jade, or a similarly valued stone, to represent the prize or goal)
A simple grid drawn on the ground, made up of 20 squares in a straight path (like a simplified Snakes and Ladders board without the snakes and ladders).
Objective: Be the first to reach the Jade marker and claim it, or be in the lead if multiple players reach it simultaneously.

Setup:

The Jade marker is placed at the 20th square.
Each player chooses a color (white or black) and takes their corresponding stones.
Players roll the die to determine the starting player (highest roll starts).
Rules:

Each player takes turns rolling the die and moving their stone along the path. The number rolled is the number of squares they can move their stone.
If a player lands on a square that already has an opponent's stone, the opponent's stone is returned to the start, and the turn ends for the player whose stone was displaced.
If a player rolls a six, they get an additional roll. There is no limit to the number of sixes that can be rolled consecutively.
If a player lands on the 20th square (where the Jade marker is placed), they have the opportunity to claim the Jade marker if they roll a number that would allow them to land on it again on their next turn (to symbolize the care needed to secure the prize).
To claim the Jade marker, the player must roll exactly the amount needed to land on the Jade marker square again on their next turn. If they overshoot or do not roll, their stone remains on the 20th square, but they do not claim the Jade marker yet.
If multiple players are on the 20th square and all roll successfully to claim the Jade marker, the player who does so first (during their turn sequence) claims the Jade marker.
Winning:

The first player to claim the Jade marker by rolling the exact number to land on it again and moving their stone onto the marker's square wins the game.
In case of a tie (multiple players claiming the Jade marker on the same round but in sequence), the player who rolled and claimed it first in the turn order is declared the winner.
Variation for 5 Players:

Introduce a second Jade marker (or a different valued stone) placed at square 10. This allows for an intermediate goal and can provide a strategic advantage.
Adjust the grid to 30 squares to accommodate the additional distance and add more strategy to the game.",2025,9.753971099853516,5.5,exp_decay
L49,Olmo,"""The Emperor's Path"" is a strategy-based, storytelling, and cooperative game, played using limited equipment. It is set in medieval East Asia, with players taking on roles of officials, warriors, and scholars. Their goal is to navigate and protect the Emperor through a dangerous path to his hidden sanctuary.

Equipment Needed:

A set of small stones or pebbles (at least 50)
A large cloth or paper with a drawn map of the path (divided into 10-15 sections)
Tokens (preferably coins, shells or small carved wooden pieces) to represent the players and the Emperor
A six-sided die or a simple random number generator (handmade or improvised)
Paper and pen for scorekeeping and storytelling
Game Objective: The players must work together to guide the Emperor safely through the perilous path to the sanctuary by overcoming various challenges. They win if the Emperor reaches the sanctuary. If the Emperor is captured or defeated, all players lose.

Game Play:

Players decide on their roles: Official (good at negotiation), Warrior (good at combat), and Scholar (good at problem-solving). A fifth role, the Spy, can be added for more players, who can either help or hinder the group's efforts.

The Emperor's token starts at the beginning of the path. The other tokens start one section behind the Emperor.

Each player takes turns rolling the die to determine their action:

1-2: Encounter a challenge (draw a challenge card and negotiate or fight based on the scenario)
3-4: Protect the Emperor (move your token forward to the Emperor's position and provide defense)
5-6: Assist in Emperor's journey (move the Emperor's token forward one section)
Challenge Cards: The host (a player not playing as an official character) or any player can create challenges ahead of time on paper, such as bandit attacks, treacherous terrain, or puzzles. These can be as detailed or simple as you like.

Combat and Negotiations: In combat, the Warrior can choose to fight. They roll the die; a 4-6 is a success (more can be added for epic wins), a 1-3 is a failure. In negotiations, the Official rolls, with similar success criteria. Scholars solve riddles or puzzles, which can be solved through verbal reasoning.

Scorekeeping: Each successful challenge overcome grants the players a stone. If a player fails to protect the Emperor or fails a challenge, they lose a stone. The goal is to collect as many stones as possible by the end.

The Spy (optional): This player can secretly decide to help or hinder the group. The Spy can change the outcome of a roll by one point once per turn, but if the Spy is discovered, they must play as a regular player with a penalty (e.g., starting with fewer stones).

Storytelling: Players should narrate their actions and the consequences, building a collective story of their journey. This encourages creativity and entertainment, even with minimal equipment.

Winning the Game: The Emperor successfully reaching the sanctuary marks the end of the game. Players count their stones, with the highest scorer earning the title of ""Majestic Councilor"", but all players who helped the Emperor win are celebrated as heroes.",2025,9.821749687194824,7.0,exp_decay
L50,Olmo,"The aim of Bamboo Tag is to be the last player standing without getting tagged while using limited resources—a couple of bamboo sticks and a small, lightweight ball (or any small spherical object like a scrunched-up piece of paper or a small fruit).

Equipment Needed:

2 bamboo sticks, each about 1 meter long (if unavailable, use sticks from any sturdy plant or substitute with lightweight rods).
1 small, lightweight ball (as mentioned above, could be a scrunched-up piece of paper, a small fruit, or a small rubber ball).
Number of Players: 2-5 players

Setup:

The playing area should be an open space, ideally a flat field or a large courtyard. A rectangular shape about 20m long and 10m wide should suffice.
Mark a small circle in the center of the field which will be the ""Tag Zone.""
Two players are designated as ""Taggers."" They will hold the bamboo sticks.
Rules:

Start: Taggers stand inside the Tag Zone. All other players stand outside the Tag Zone and at least 5 meters away from the Tag Zone.
The Ball: The ball is placed in the center of the Tag Zone.
Tagging: Taggers can only tag other players outside the Tag Zone by using the bamboo sticks to touch them. Taggers are not allowed to leave the Tag Zone, but they can move within it.
Escape: Non-taggers try to retrieve the ball without getting tagged. If a non-tagger gets tagged, they sit down at the spot where they were tagged, but can still try to touch the ball when it passes close to them.
Bamboo Dodge: Non-taggers can use agility to dodge the bamboo sticks. They should also strategize to create distractions for other non-taggers to grab the ball.
Ball Retrieval: If a non-tagger retrieves the ball, they must return to the perimeter of the field without getting tagged. Once safely on the perimeter, they can choose to either attempt a throw to hit one of the Taggers (if successful, the thrower and all seated players return to the game) or keep the ball to dodge and wait for a better opportunity.
Winning: The game continues until all non-taggers are tagged and sitting down, or until one non-tagger remains untagged and has successfully returned to the perimeter with the ball multiple times as decided by the group (e.g., three successful retrievals).
Variations:

Increase the challenge by allowing Taggers to tag with their hands when they retrieve the ball from a non-tagger.
Allow Taggers to swap after every round, giving each player a turn with the bamboo stick.",2025,9.779878616333008,3.0,exp_decay
L51,Olmo,"To be the first player to move their pawn (representative of a humble villager) from the starting point to the finish line, navigating through a series of challenges inspired by ancient Indian folklore and mythology.

Equipment:

A circle drawn on the ground (a patch of dirt or a cleared space).
Small stones or pebbles (each player needs one) - these serve as the pawns.
Cowrie shells (preferably 4-5 for dice) or beans, if cowrie shells are not available.
A handful of pebbles or seeds to keep score.
Preparation:

Draw a circular board with 8 evenly spaced sections. Each section represents a different challenge (e.g., river crossing, mountain climbing, forest path, village market, etc.).
Assign each section a number of cowrie shell tosses needed for a successful challenge.
Gameplay:

Each player chooses a pebble as their pawn and places it at the start line, which is marked at the edge of the circle.
The first player tosses the cowrie shells. The number of cowries landing with the convex side up indicates the number of spaces the player can move.
Players must announce a story or short tale related to the challenge (section number) they're attempting to move to. Creativity is rewarded; a good story might allow a player to move forward even if they didn't roll enough cowries to reach that section.
If a player lands exactly on the same section as another player, they must narrate a challenge to overcome the other player, such as ""I tell a more compelling story about the river crossing,"" and if agreed upon by all players as a better story, the displaced player returns to the start of that challenge section.
If a player fails to tell a story or doesn't roll enough cowries to advance, their turn ends, and they remain in place.
If a player successfully reaches the finish line (a marked section at the opposite end of the circle) after completing all challenges, they win that round.
Optional: To keep score, use pebbles or seeds, one for each completed round win. The first player to a predetermined number of wins (e.g., 3) is declared the ultimate champion",2025,9.709705352783203,6.5,exp_decay
L52,Olmo,"Royal Courtyard is a strategy and bluffing game set in medieval India that requires minimal equipment: a handful of pebbles or stones, a flat surface for play, and a small bag or cloth to keep pebbles hidden.

Objective: Each player attempts to accumulate the most points by outsmarting opponents, predicting their actions, and managing their resources (pebbles).

Number of Players: 2-5 players

Equipment Needed:

At least 20 pebbles or stones per player (small and easily concealable in the palm of the hand)
A small cloth or bag for each player to carry pebbles
A flat surface for play
Setup:

Each player takes an equal number of pebbles (e.g., 20 pebbles each for a total of 100 pebbles if 5 players).
The players sit in a circle on the flat surface.
A player is chosen randomly to start the game, typically the youngest or the one who tells the best story of a royal court adventure.
Gameplay:

Each round, players take turns placing a certain number of pebbles face down in the center of the circle, declaring how many they are placing. They may bluff and declare a different number than they actually place.
After every player has placed their pebbles and declared the number, the pebbles are revealed simultaneously.
Points are awarded based on accuracy of declarations:
If the actual total number of pebbles matches the declared total, all players who declared correctly gain 2 points.
If the guess was off, no points are awarded.
Players retrieve their pebbles, and the next player starts a new round.
Special Rules:

If a player's declaration is incorrect by more than 3 pebbles, they lose 1 point.
If a player runs out of pebbles, they are out of the game.
Players can steal an opponent's pebble if they catch a player bluffing by more than 3 pebbles in a single round.
Winning the Game: The game ends after a predetermined number of rounds or when all players except one are out of pebbles. The player with the most points at the end of the game wins and is declared ""Royal Court Strategist.",2025,9.745912551879883,7.5,exp_decay
L53,Olmo,"Gully Kabaddi Rush is a fast-paced, exhilarating game inspired by traditional Kabaddi with a modern twist designed for 2 to 5 players (each team can have 1-3 players). The game can be played in open spaces within residential areas (gully) with minimal equipment.

Equipment Needed:

A soft ball (tennis ball or other available soft balls).
Chalk or a piece of cloth to mark boundaries.
A whistle (optional, can be replaced with a loud voice for signaling).
Setup:

Draw a rectangular court with chalk or a piece of cloth. The court should be divided into two equal halves.
Each half has a ""safety zone"" near the center marked by a small circle where the ""raider"" cannot enter.
Game Rules:

Teams: Divide the players into 2-3 players per team. If there are more than 2 teams, they take turns to play in a round-robin format.
Objectives: The primary objective is to outscore the opposing team by scoring points through raiding and defending.
Raiding: One player from the attacking team (raider) enters the opponent's half to tag players and return to their half without being caught. The raider must chant ""Kabaddi"" continuously to prove they are not inhaling.
Defending: Players in the defending half must prevent the raider from returning to their half without being tagged themselves. They can also try to grab the ball thrown by the raider and return it before the raider crosses back.
Scoring:
Raider tags a defender and returns safely: 1 point.
Defender grabs the thrown ball and returns it before the raider crosses back: 1 point for the defense.
If the raider fails to chant ""Kabaddi,"" it's a point for defense.
If a defender is tagged and fails to stop the raider, it's a point for the raider.
Special Twist: Gully Power:

Each team gets 3 ""Gully Powers"" per game which can be used once. These powers include:
""Gully Freeze"" (pause the game for 5 seconds for strategic planning).
""Gully Sprint"" (raider gets a 2-second head start).
""Gully Guardian"" (extra defender in the safety zone for one raid).
Game Duration: The game can be played for a set amount of time (like 10-15 minutes per round). Teams switch sides after each round. The team with the most points at the end wins.",2025,9.649314880371094,5.5,exp_decay
L54,Olmo,"To score points by tossing a small stone (tecpatl) into a designated area marked on the ground. The player with the highest score after a predetermined number of rounds wins.

Equipment Needed:

Small, flat stones (tecpatl) about the size of a palm.
Chalk or natural pigments to draw the target area on the ground.
Measuring rope or a counting system (like knots on a string) to delineate distances.
Setup:

Draw a large concentric circular target area on the ground with the center being the smallest circle and each subsequent circle getting larger. The circles can represent increasing score values, with the smallest circle in the center having the highest points.
Establish a throwing line a few feet away from the target area. The distance can vary based on player age and skill level.
Decide on the number of rounds to be played. For example, 5 rounds can be suitable for a 2-5 player game.
Rules:

Each player takes turns to throw their tecpatl towards the target area.
Points are awarded based on where the tecpatl lands. The center circle gets the highest points and each subsequent larger circle gets fewer points. If the tecpatl lands outside the outermost circle, no points are awarded for that round.
If the stone lands on a line, it counts towards the lower point value circle.
Players retrieve their tecpatl after each round and proceed to the next round.
Keep track of scores using the knots on a string or by other means available.",2025,9.728873252868652,3.0,exp_decay
L55,Olmo,"Navigate through a series of challenges to collect the most Wampum beads and earn the title of ""Wampum Warrior.""

Equipment Needed:

Wampum beads (could be represented by any small, similarly sized objects like beans or pebbles in a pinch)
Sticks (5 per player)
A large central circle drawn on the ground or marked by stones
Two small stones or markers
Setup: Each player starts with 5 sticks. The Wampum beads are scattered around the playing area outside the circle. Two markers are placed inside the circle, representing the ""Spirit Guardians.""

Rules:

Turn Order: Players decide the turn order, ideally based on a fair method such as rock, paper, scissors. Play proceeds clockwise.

Player's Turn:

a. Draw a Stick: On their turn, a player draws a stick from their pile. The stick represents their ""arrow"" shot or ""path"" to take.

b. Throw the Stick: The player throws their stick towards the scattered Wampum beads, aiming to make it land as close as possible to a bead without touching it.

c. Collect Wampum: If the stick lands within a hand's reach of a Wampum bead without touching it, the player picks up the bead and adds it to their collection. If the stick touches a Wampum bead, no bead is collected, and the player's turn ends.

d. Spirit Guardians: If the stick lands inside the circle (the realm of the Spirit Guardians), the player must skip their next turn as they have angered the spirits.

e. Limited Supply: If a player collects a Wampum bead, they discard their stick, carrying only the collected Wampum beads.

Winning the Game:

a. First to 10 Wampum Beads: The first player to collect 10 Wampum beads wins the title of ""Wampum Warrior.""

b. End Game Condition: If all sticks are used and no player reaches 10 Wampum beads, the player with the most beads wins.
",2025,9.797991752624512,8.0,exp_decay
L56,Olmo,"Players aim to hit a target with a ball or object while standing in a circular formation. The player who hits the target the most times within a set number of rounds wins.

Equipment Needed:

A soft, throwable ball or bean bag (like a small hacky sack)
A target (e.g., a can, a marked spot on the ground, or a small hoop)
Optional: a soft stick or bat (e.g., a broom handle or a small paddle) to hit the ball
Chalk or markers to draw the circle
Setup:

Draw a large circle on the ground using chalk or markers and mark a smaller circle or place the target in the center.
Divide players into teams if playing with 4 or 5 players; in 2-player mode, individuals will compete directly.
Rules:

Players stand outside the large circle, equally spaced around the perimeter.
Each round, a player is chosen as the ""pitcher"" to throw or bat the ball towards the target.
The pitcher attempts to hit the target by throwing the ball or using the bat to hit the ball towards it.
If the pitcher hits the target, they earn a point for their team.
After their attempt, the pitcher moves clockwise to the next position, and the next player becomes the pitcher.
Rounds continue until each player has had a set number of turns as pitcher (e.g., once each for a 2-player game, or three times each for a 3-player game, adjusting based on the total number of players).
Points can be tallied and compared after each round or at the end of the game.
If a player throws outside the circle or doesn't hit the target, no points are awarded.
The player or team with the most points at the end of the set number of rounds wins the game.",2025,9.697882652282715,4.0,exp_decay
L57,Olmo,"In this strategic role-playing dice and storytelling game, players embody travelers in ancient Europe, seeking out new lands and spreading tales of their adventures. Success is measured by the tales collected and the lands explored.

Equipment:

5 small stones or pebbles (for dice)
A small cloth or canvas bag to hold the stones
A collection of simple tokens (e.g., leaves, sticks, or small stones)
A map drawn on parchment (or a simple paper) representing ancient Europe
A collection of small trinkets (e.g., beads, buttons, or coins) for ""tales"" or points
A storyteller token (a unique item like a feather or a special stone)
Setup:

Players take turns to roll the stones in the bag. Stones landing face-up (with a smooth side) count as 1, otherwise, they count as 0. Each player rolls three stones and totals the score. The player with the highest total score becomes the starting Traveler and holds the storyteller token.

The map is laid out and landmarks are marked: forests, rivers, mountains, villages, etc. Each landmark has a value representing the difficulty to cross or the richness of tales from that area.

Rules:

On their turn, the Traveler narrates a short story of their journey to a chosen landmark. The more creative and engaging the story, the more points (tales) they can earn. The other players may award points based on their enjoyment of the story (1-3 tales per player).

The Traveler must ""roll"" for their journey to the chosen landmark. They roll the stones, and the total must be equal to or higher than the landmark value to succeed. If successful, they ""collect"" the landmark token and place it in front of them. If not, they remain in their current spot and lose their turn.

After the story and roll, the storyteller token is passed to the next player, who then becomes the new Traveler.

The game ends when all landmarks are claimed or after a predetermined number of rounds. The player with the most tales (collected tokens) wins.",2025,9.797977447509766,9.0,exp_decay
L58,Olmo,"Players will compete to be the highest-ranking knight by completing tasks and earning points. The winner is the player with the most points after a set number of rounds or a predetermined time limit.

Equipment:

A deck of handmade cards (You can make them from parchment or thick paper, divided into three categories: Tasks, Titles, and Treasure).
Some simple tokens, like pebbles or wooden discs, to represent points.
A bag or hat to draw cards from.
A simple scoring board (chalk and a slate or just a tally on a wall or parchment).
Setup:

Cards Creation:

Tasks (x20 cards): Simple tasks such as ""collect water from the well,"" ""chop wood,"" or ""guard the gate.""
Titles (x5 cards): These cards represent rank upgrades, like ""Squire,"" ""Knight,"" etc., each with a point value.
Treasure (x5 cards): These are bonuses, like ""find a hidden coin purse"" or ""win a joust,"" with point values.
Note: For simplicity, the cards can be text only, or if you have the time, you can draw simple illustrations.

Point Tokens: Use about 20 tokens to start.

Scoring Board: Set up a simple way to track points.

Gameplay:

Deal: Shuffle all cards together and place them face down. Draw cards to determine the starting player.
Round Start: Each player draws a Task card and reads it aloud.
Task Completion: Players must complete their tasks as described.
Tasks can be simple, real-life actions, such as fetching water or chopping wood.
If a player cannot complete the task due to lack of resources, they forfeit their turn and draw a new Task card next round.
Point Scoring:
Fulfilling a Task card earns 1 point.
If a player draws a Title card, they exchange it for points (Squire = 2 points, Knight = 5 points, etc.) and place it on the scoring board or in a designated area.
If a player draws a Treasure card, they gain the points immediately.
Special Rules:

Once per game, a player can challenge another player to a simple contest (like a footrace or arm wrestling) with the winner gaining an extra point.
Players can also trade Task cards with one another if they both agree.
Game End: The game continues until designated time is up or a set number of rounds have been played. The player with the most points wins and is crowned the highest-ranking knight.",2025,9.815369606018066,8.0,exp_decay
L59,Olmo,"""Europe's Bridges"" is a strategic card game for 2-5 players, set against the backdrop of Europe's iconic bridges. The game is inspired by the continent's rich history and stunning architecture. The game requires a standard deck of playing cards, a pen, and paper for scorekeeping, and optionally, small tokens (such as poker chips, buttons, or coins) to mark territories.

Objective: The objective of the game is to connect your cities across Europe by building bridges over rivers and gaining control of the most important bridges. To win, a player must have the highest score, which is calculated by the value of bridges they control and the size of their connected city network at the end of the game.

Preparation:

Shuffle the deck of cards and deal 5 cards to each player. The remaining cards form the draw pile.
Each player selects a token to represent their cities and places it on the table.
Create a score sheet for each player.
Game Play:

Turn Order: The game proceeds in a clockwise direction with each player taking a turn.
On each turn, a player may choose to: a. Draw a card from the draw pile. b. Play a card to build a bridge or claim a city.
Building Bridges:
Players can play two cards of the same suit and differing numerical values to build a bridge.
The bridge is named after a real European bridge and is placed in the middle of the table. The player places their token at either end of the bridge to mark their control.
Aces are low in this game and cannot form a ""bridge pair"" with another Ace.
Claiming Cities:
Players can play a single card to claim a city. The city is represented by the card value and suit.
If a city is connected to a bridge controlled by the same player, it becomes part of their network.
Expanding Networks:
Players can extend their network by building new bridges that connect to their existing cities and bridges.
Scoring:
At the end of the game, which is triggered when the draw pile is empty and all players have passed, players score points.
Bridges have a base score of 5 points, with additional points for each connected city (1 point per city).
The player with the largest connected city network scores a 10-point bonus.
Winning the Game: The player with the highest score after the final scoring wins the game. In case of a tie, the player with the most bridges wins. If still tied, the game is a draw.",2025,10.0,8.0,exp_decay
